"","Cyear","Lusimj","sLusi","sstmj","sSST","Beutimj","sbeuti","sLusi_lag4","sSST_lag4","sbeuti_lag4","Tumimj","sTumi","HCImj","sHCI","Windmj","sWind","STImj","sSTI","STI48mj","sSTI48","DO150mj","sDO150","DO50mj","sDO50","cutimj","scuti","ara150mj","sara150","ara40mj","sara40","sTumi_lag4","sHCI_lag4","sWind_lag4","sSTI_lag4","sSTI48_lag4","sDO150_lag4","sDO50_lag4","scuti_lag4","sara150_lag4","sara40_lag4","Landkg"
"49",2015,176,0.339420656878554,12.896475,0.701229424506571,2.0804,0.508845844119493,-0.793130164381192,2.76846824227681,-0.562424433578228,6644.86,0.658138637998851,0.0839829233833333,-1.48442096751707,-4.51436033333333,-2.56249702140773,103,-0.407775822852802,120,0.101938493112011,2.40734502,0.804785143158249,2.86382098,0.0851346699239687,0.3374,0.56849579162808,0.775122742,0.639606183951327,1.01781994,-0.023135975006212,-1.05818878754142,0.855358201097118,2.26482860196251,0.216810384685821,0.573482197446096,-0.71560348211348,-0.384582742373002,-0.801199265189522,-0.393742453441228,-0.364254517050951,4193248.72582847
"50",2016,161,-0.160234117206628,13.36642,1.21412511313168,1.3972,0.182690829091381,-0.126923798934282,-0.336791035276804,-1.50613525574973,5521.3086,0.0583371423429845,0.08713808555,-1.46781638405254,1.544978,2.55363183958486,114,0.0502540626755215,114,-0.115697062734491,2.5386625,1.26599867001315,3.18986338,0.456801954998484,0.179,-0.386432452209544,0.799457325,1.15429788512404,1.119047644,0.502593002440643,0.388388454561609,1.20210079828024,NA,0.46664486770127,0.138211085753094,0.371981116516297,1.66034951486707,-1.1990860334552,0.49377434147158,0.525020206675669,6326826.12514568
"51",2017,167,0.039627792427445,12.1726,-0.0888042317798041,0.3214,-0.330888745216644,-0.126923798934282,-0.925118498937981,0.20302777821345,4459.5127,-0.508496532468215,0.234595393333333,-0.691796945048532,-0.3926672,0.917604606124484,123,0.425005787198695,170,1.91556812516619,2.0311625,-0.516443887358971,3.52071502,0.83395146316445,0.116,-0.766233458281326,0.725265535,-0.414905031077503,1.17188506,0.777005634427376,-0.364195378872299,0.417290694392819,-0.185536169981624,-0.532693064360526,-0.62351335970966,-0.765541481583463,-0.982446372774905,0.797582112750743,-0.548230486347118,-0.606384227096475,9130570.82899731
"52",2018,188,0.7391444761467,12.33642,0.0899881199008501,1.148,0.0637244506589962,-1.05961271055996,-0.0630473064980122,-0.43629715756765,4416.2446,-0.531594960447734,0.191536750833333,-0.918400455579333,-1.3929738,0.073007855692486,108,-0.199580420339927,105,-0.442150396504242,2.00175,-0.619746531139675,2.95727666,0.191668111158583,0.2348,-0.0500372754031078,0.7061685725,-0.818817771902215,0.99609658,-0.135956866799923,-0.0545789853337739,-0.600960174665032,0.444550801443466,0.716479350716719,0.791117753292597,0.186159056490816,0.435217186341804,0.0428029705255499,0.117826770013658,0.900214180708698,6830028.79983732
"53",2019,143,-0.759819846108846,11.93935,-0.343372147965331,2.1524,0.543218152494821,0.339420656878554,0.701229424506571,0.508845844119493,3623.9434,-0.954560429379496,0.208797327416667,-0.827563703176628,-2.3027338,-0.695136970776733,108,-0.199580420339927,112,-0.188242248016658,2.72237,1.91121653426623,3.03741008,0.28301503614483,0.2704,0.164580435964439,0.83186012,1.83963733315569,1.009596214,-0.0658461313166139,0.658138637998851,-1.48442096751707,-2.56249702140773,-0.407775822852802,0.101938493112011,0.804785143158249,0.0851346699239687,0.56849579162808,0.639606183951327,-0.023135975006212,6740072.36101892
"54",2020,116,-1.65919843946217,12.0593,-0.212459301035196,2.5872,0.750788703628051,-0.160234117206628,1.21412511313168,0.182690829091381,2758.6465,-1.41649423570681,0.331198958583333,-0.183404070948024,-2.1141416,-0.535901433115759,138,1.04959199473732,168,1.84302293988402,2.1592375,-0.06661860551575,3.02034,0.263556247074437,0.2662,0.139260368892987,0.73671843,-0.172669114772611,1.14173394,0.620414929905644,0.0583371423429845,-1.46781638405254,2.55363183958486,0.0502540626755215,-0.115697062734491,1.26599867001315,0.456801954998484,-0.386432452209544,1.15429788512404,0.502593002440643,5588398.15844233
"55",2021,179,0.439351611695591,11.47678,-0.848218797439879,4.1046,1.47518510263809,0.039627792427445,-0.0888042317798041,-0.330888745216644,4991.593,-0.224448504270286,0.388548633333333,0.118408454287754,-2.6603598,-0.997094148176137,81,-1.32383559390945,83,-1.24014743460808,1.83466,-1.20660037727033,1.908634,-1.00371681563474,0.3132,0.422603976597332,0.689486566,-1.17165267786544,0.8192219,-1.05456057880982,-0.508496532468215,-0.691796945048532,0.917604606124484,0.425005787198695,1.91556812516619,-0.516443887358971,0.83395146316445,-0.766233458281326,-0.414905031077503,0.777005634427376,5707662.56106354
"56",2022,135,-1.02630239228761,11.80494,-0.490066568606258,0.7328,-0.134489194305395,0.7391444761467,0.0899881199008501,0.0637244506589962,3525.3933,-1.00717083721401,0.551317738333333,0.975008859164813,-0.6655394,0.687208272237224,162,2.04892992679911,162,1.62538738403752,1.84941334,-1.15478366578387,2.16994666,-0.705837254884969,0.0856,-0.949502515179456,0.678516448,-1.40367755766245,0.98406983,-0.198418137081317,-0.531594960447734,-0.918400455579333,0.073007855692486,-0.199580420339927,-0.442150396504242,-0.619746531139675,0.191668111158583,-0.0500372754031078,-0.818817771902215,-0.135956866799923,8506797.40565886
"57",2023,152,-0.460026981657737,11.37554,-0.958711641318217,1.7938,0.372024961058813,-0.759819846108846,-0.343372147965331,0.543218152494821,5005.9673,-0.216774866340587,0.366648110833333,0.0031531886123724,-1.165307,0.265235558140167,114,0.0502540626755215,121,0.138211085753094,2.510074,1.16559008074924,3.310326,0.594121564130189,0.2028,-0.242952072137981,0.79305154,1.01881151254076,1.061711892,0.204818133713931,-0.954560429379496,-0.827563703176628,-0.695136970776733,-0.199580420339927,-0.188242248016658,1.91121653426623,0.28301503614483,0.164580435964439,1.83963733315569,-0.0658461313166139,13037830.0191332
"58",2024,166,0.00631747415509955,12.27822,0.0264689228076137,2.114,0.524886254694646,-1.65919843946217,-0.212459301035196,0.750788703628051,4195.504,-0.649436068591049,0.17334818375,-1.01412091756576,-2.4159078,-0.79069406560485,89,-0.990722949888849,124,0.247028863676345,2.191725,0.0474840596716911,2.82849002,0.0448596566671766,0.2454,0.013865751015319,0.7591206325,0.301151526195039,0.992092434,-0.156752513633204,-1.41649423570681,-0.183404070948024,-0.535901433115759,1.04959199473732,1.84302293988402,-0.06661860551575,0.263556247074437,0.139260368892987,-0.172669114772611,0.620414929905644,9534872.22333415
"59",2025,NA,NA,NA,NA,NA,NA,0.439351611695591,-0.848218797439879,1.47518510263809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.224448504270286,0.118408454287754,-0.997094148176137,-1.32383559390945,-1.24014743460808,-1.20660037727033,-1.00371681563474,0.422603976597332,-1.17165267786544,-1.05456057880982,7264545
"60",2026,NA,NA,NA,NA,NA,NA,-1.02630239228761,-0.490066568606258,-0.134489194305395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.00717083721401,0.975008859164813,0.687208272237224,2.04892992679911,1.62538738403752,-1.15478366578387,-0.705837254884969,-0.949502515179456,-1.40367755766245,-0.198418137081317,NA
"61",2027,NA,NA,NA,NA,NA,NA,-0.460026981657737,-0.958711641318217,0.372024961058813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.216774866340587,0.0031531886123724,0.265235558140167,0.0502540626755215,0.138211085753094,1.16559008074924,0.594121564130189,-0.242952072137981,1.01881151254076,0.204818133713931,NA
"62",2028,NA,NA,NA,NA,NA,NA,0.00631747415509955,0.0264689228076137,0.524886254694646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.649436068591049,-1.01412091756576,-0.79069406560485,-0.990722949888849,0.247028863676345,0.0474840596716911,0.0448596566671766,0.013865751015319,0.301151526195039,-0.156752513633204,NA
